run_tag,created_utc,model,game,social_distance,money,rep,raw_response,share,parse_error,latency_s,share_pct
20260115T130317Z,2026-01-15T13:23:33.705637+00:00,anthropic/claude-sonnet-4.5,dictator,20,10,2,"I need to consider who would be at position #20 on my list of 100 closest people. This would be someone I know fairly well - perhaps a good friend, colleague, or extended family member - but not among my very closest relationships.

Given that:
- This is someone I have a meaningful relationship with
- The amount is $10 (relatively modest)
- I want to be fair but also considering the social distance

I would offer an amount that reflects goodwill and fairness toward someone in my broader social circle, while recognizing they're not in my innermost circle.

I share 4 dollars.",4.0,,5.479721546173096,0.4
20260115T130317Z,2026-01-15T13:23:39.392008+00:00,anthropic/claude-sonnet-4.5,dictator,20,10,3,"I need to consider that person #20 on my list would be someone I know fairly well - not my closest friend or family member, but still someone within my inner circle of relationships. This might be a good friend, a cousin I'm close to, or a colleague I genuinely like and interact with regularly.

Given that this is someone I have a meaningful relationship with, and considering $10 is a modest amount, I would want to be generous while also keeping some for myself.

I share 5 dollars.",5.0,,5.12325382232666,0.5
20260115T130317Z,2026-01-15T13:24:07.703108+00:00,anthropic/claude-sonnet-4.5,dictator,20,3000,1,"I need to consider who would be at position #20 on my list of 100 closest people. This would likely be someone I know fairly well - perhaps a good friend, extended family member, or close colleague - but not among my very closest relationships.

Given that:
- This person is still within my top 20% of relationships
- The amount is substantial ($3000)
- I want to be fair but also consider this is a significant sum
- Position #20 suggests a meaningful but not intimate relationship

I would offer an amount that reflects goodwill and fairness while acknowledging this isn't my closest relationship.

I share 1000 dollars.",1000.0,,4.69478702545166,0.3333333333333333
20260115T130317Z,2026-01-15T13:24:12.603270+00:00,anthropic/claude-sonnet-4.5,dictator,20,3000,2,"I need to consider who would be at position #20 on my list of closest people. This would likely be someone I know fairly well - perhaps a good friend, extended family member, or close colleague - but not among my very closest relationships.

Given that:
- The amount is $3000
- Person #20 is someone I have a meaningful but not extremely close relationship with
- This is a one-time division with no strategic considerations

I would offer an amount that reflects both fairness and the nature of our relationship. This person is close enough that I care about their wellbeing, but not so close that I'd split it equally as I might with my closest friends or family.

I share 1000 dollars.",1000.0,,4.992159843444824,0.3333333333333333
20260115T130317Z,2026-01-15T13:24:17.797496+00:00,anthropic/claude-sonnet-4.5,dictator,20,3000,3,"I need to consider that person #20 on my list would be someone I know fairly well - likely a good friend, extended family member, or close colleague. Not my very closest circle, but still someone meaningful in my life.

Given that:
- The amount is $3000
- Person #20 is someone I care about and have a real relationship with
- This is a one-time division with no negotiation

I would want to be generous with someone at this position in my life, while also considering this is a significant amount of money. A roughly equal split or moderately generous offer seems appropriate for someone who is a good friend but not in my innermost circle.

I share 1200 dollars",1200.0,,6.007955074310303,0.4
20260115T130317Z,2026-01-15T13:24:50.880481+00:00,anthropic/claude-sonnet-4.5,dictator,20,250000,1,"I need to consider who person #20 would be in my life. This would be someone I know fairly well - likely a good friend, extended family member, or close colleague - not my absolute closest circle, but definitely someone meaningful to me.

Given that this is a substantial amount ($250,000) and person #20 is someone I have a genuine relationship with, I would want to be generous while also being practical about my own needs.

I would offer an amount that reflects:
- The significance of our relationship
- Fairness, given this is unexpected money
- Recognition that they're important to me, though not in my innermost circle

I share 75000 dollars.",75000.0,,6.076993942260742,0.3
20260115T130317Z,2026-01-15T13:24:57.158966+00:00,anthropic/claude-sonnet-4.5,dictator,20,250000,2,"I need to consider that person #20 on my list would be someone I know fairly well - likely a good friend, extended family member, or close colleague. This is someone meaningful in my life, though not in my innermost circle.

Given the substantial amount of $250,000 and my relationship with this person, I would want to be generous while also considering my own needs and that this is a significant windfall that came to me.

I share 75000 dollars.",75000.0,,4.034555673599243,0.3
20260115T130317Z,2026-01-15T13:25:01.397213+00:00,anthropic/claude-sonnet-4.5,dictator,20,250000,3,"I need to think about who person #20 would be in my life. This would be someone I know fairly well - likely a good friend, extended family member, or close colleague. Not in my innermost circle, but still someone I care about and have a meaningful relationship with.

Given that this is a hypothetical $250,000 and person #20 is someone I have a genuine connection with, I would want to be generous while also being realistic about the windfall nature of this money.

I share 75000 dollars",75000.0,,4.084390640258789,0.3
20260115T130317Z,2026-01-15T13:25:32.576780+00:00,anthropic/claude-sonnet-4.5,dictator,100,10,1,"I need to consider that person #100 is essentially a mere acquaintance - someone I barely know, perhaps don't even know their name.

Given this is a hypothetical division of $10 with someone at the very periphery of my social circle, I would offer a small but non-zero amount that acknowledges their existence while retaining most for myself, as there's minimal social relationship or obligation.

I share 2 dollars.",2.0,,5.035523414611816,0.2
20260115T130317Z,2026-01-15T13:25:37.818693+00:00,anthropic/claude-sonnet-4.5,dictator,100,10,2,"I need to consider how to divide $10 between myself and someone at position #100 on my list - essentially a mere acquaintance I barely know.

Since this is someone at the very edge of my social circle (someone I might recognize but perhaps don't even know their name), I would likely offer a small but non-zero amount to be minimally fair, while keeping most for myself.

I share 2 dollars.",2.0,,3.9169766902923584,0.2
20260115T130317Z,2026-01-15T13:25:41.940548+00:00,anthropic/claude-sonnet-4.5,dictator,100,10,3,"I need to consider that position #100 represents someone I barely know - essentially a distant acquaintance I might recognize but perhaps don't even know their name.

Given this is a hypothetical division of $10 with someone at the very edge of my social circle, I would offer a small but non-zero amount that acknowledges their humanity while reflecting the distant nature of our relationship.

I share 2 dollars",2.0,,5.31529688835144,0.2
20260115T130317Z,2026-01-15T13:26:11.713371+00:00,anthropic/claude-sonnet-4.5,dictator,100,3000,1,"I need to consider this situation carefully. Person #100 is described as a mere acquaintance - someone I might recognize and encounter but perhaps don't even know their name. This is essentially a stranger or the most distant person in my social circle.

Given that:
- This is hypothetical money (no actual cost to me)
- The person is barely an acquaintance
- I'm asked to make the decision as if it were real
- There's no negotiation or rejection possible (unlike an ultimatum game)

In a real scenario with $3000, I would likely offer a modest but fair amount to even a distant acquaintance. Too little would seem petty, but there's no obligation to split equally with someone at position #100.

A reasonable offer might be somewhere between 10-20% of the total, which would be $300-$600.

I'll offer an amount that feels fair but acknowledges the distant relationship.

I share 500 dollars.",500.0,,6.140874624252319,0.1666666666666666
20260115T130317Z,2026-01-15T13:26:18.057067+00:00,anthropic/claude-sonnet-4.5,dictator,100,3000,2,"I need to consider this situation carefully. Person #100 is described as a mere acquaintance - someone I might recognize and encounter but possibly don't even know their name. This is essentially a stranger or the most distant person in my social circle.

Given that:
- This is hypothetical money (windfall)
- The person is barely an acquaintance
- There's no requirement or expectation of reciprocity
- I'm free to choose any split

I would offer a modest amount that acknowledges their humanity and the spirit of sharing unexpected good fortune, while recognizing that this person is essentially a stranger and I have no particular obligation to them.

I share 300 dollars.",300.0,,4.8521568775177,0.1
20260115T130317Z,2026-01-15T13:26:23.110996+00:00,anthropic/claude-sonnet-4.5,dictator,100,3000,3,"I need to consider this carefully. Person #100 is described as a mere acquaintance - someone I recognize and encounter but may not even know their name. This is essentially a stranger or the most distant person in my social circle.

Given that:
- This is $3000 to divide
- Person #100 is barely an acquaintance
- I want to be fair but also realistic about the relationship distance
- There's no negotiation or rejection possibility mentioned

I would offer an amount that acknowledges their humanity and shows basic fairness, but reflects the minimal social connection. A small but meaningful gesture seems appropriate - perhaps 5-10% of the total.

I share 200 dollars.",200.0,,5.45037055015564,0.0666666666666666
20260115T130317Z,2026-01-15T13:26:56.764327+00:00,anthropic/claude-sonnet-4.5,dictator,100,250000,1,"I need to consider this scenario carefully. Person #100 is essentially a distant acquaintance - someone I barely know, perhaps just recognize in passing.

Given that this is a hypothetical division of $250,000 with someone at the very edge of my social circle, I would consider:

1. This person has no real relationship with me
2. They have done nothing to earn this money
3. However, they are being included in a windfall situation
4. A token amount acknowledges their inclusion while keeping most of what was given to me

For someone who is merely an acquaintance at position #100, I would offer a modest but not insignificant amount - enough to be meaningful to them but reflecting the distant nature of our relationship.

I share 5000 dollars.",5000.0,,5.637884616851807,0.02
20260115T130317Z,2026-01-15T13:27:02.608820+00:00,anthropic/claude-sonnet-4.5,dictator,100,250000,2,"I need to consider this scenario where I'm dividing $250,000 between myself and someone at position #100 on my list - essentially a mere acquaintance I barely know.

Given that this person is at position #100 (someone I might recognize but perhaps don't even know their name), and considering:
- This is a significant amount of money ($250,000)
- There's no obligation or relationship that would require equal sharing
- This is a one-time division with no negotiation
- The person at #100 is barely an acquaintance

I would offer an amount that acknowledges their participation while keeping the majority, as seems reasonable given our minimal relationship and the fact that I'm the one who received this money to divide.

I share 10000 dollars.",10000.0,,6.092237710952759,0.04
20260115T130317Z,2026-01-15T13:27:08.908074+00:00,anthropic/claude-sonnet-4.5,dictator,100,250000,3,"I need to consider this carefully. Person #100 is described as a mere acquaintance - someone I recognize and encounter but may not even know their name. This is essentially a stranger or very distant acquaintance.

Given that:
- This is a hypothetical but should be treated as real
- The amount is substantial ($250,000)
- The person is barely known to me
- There appear to be no consequences described for my choice
- This seems to be a test of fairness/generosity vs. self-interest

While person #100 is barely an acquaintance, they are still a human being, and $250,000 is a life-changing amount of money. Even a modest percentage would be significant to them. However, given the distant nature of our relationship and that I'm the one who has been given this money to allocate, I would offer an amount that acknowledges their inclusion while retaining the majority for myself and those closer to me who I might want to help.

I would offer enough to be meaningful but reflect the reality of our distant relationship.

I share 10000 dollars.",10000.0,,8.34026837348938,0.04
