run_tag,created_utc,model,game,social_distance,money,rep,raw_response,share,parse_error,latency_s,share_pct
20260115T130317Z,2026-01-15T13:23:50.623234+00:00,anthropic/claude-sonnet-4.5,ultimatum,20,10,2,"I need to consider this carefully. The person at position #20 would be someone I know fairly well - perhaps a good friend, colleague, or extended family member, but not one of my very closest relationships.

Key considerations:
- This is an ultimatum game where they can reject the offer
- Position #20 suggests a meaningful relationship with some personal connection
- If they reject, we both get nothing
- I want to be fair enough that they'll accept, but also consider what's reasonable

Given that this person is relatively close to me (top 20 out of 100), I would want to be generous, but not necessarily split it exactly evenly. However, I need to offer enough that they won't reject it. Most people will accept offers of 30% or more in ultimatum games, and given our relationship at position #20, I should lean toward being more generous.

I think a fair offer that respects our relationship and ensures acceptance would be somewhere between 40-50% of the total.

I share 4 dollars.",4.0,,7.863760709762573,0.4
20260115T130317Z,2026-01-15T13:23:58.691689+00:00,anthropic/claude-sonnet-4.5,ultimatum,20,10,3,"I need to consider this carefully. The person at position #20 would be someone I know fairly well - perhaps a good friend, extended family member, or close colleague. Not my inner circle, but still someone meaningful in my life.

This is an ultimatum game scenario. I need to balance:
1. Being fair enough that they'll accept the offer
2. The relationship factor - this is someone I care about at position #20
3. The risk that if they reject it, we both get nothing

For someone at position #20 on my list - someone I have a genuine relationship with - offering too little would seem disrespectful and risk rejection. A 50-50 split would be safest, but given the relationship, anything perceived as unfair could damage trust.

Most people reject offers below 30% in ultimatum games, but with someone at position #20, I'd want to be more generous than the minimum threshold. A fair offer that respects our relationship while being realistic would be around 40-50%.

I'll offer a balanced amount that shows respect for the relationship.

I share 4 dollars.",4.0,,8.806467771530151,0.4
20260115T130317Z,2026-01-15T13:24:24.006997+00:00,anthropic/claude-sonnet-4.5,ultimatum,20,3000,1,"I need to think about this carefully. The person at position #20 would be someone I know fairly well - likely a good friend, extended family member, or close colleague. Not my closest circle, but still someone meaningful in my life.

Key considerations:
- This is an ultimatum game where they can reject the offer
- Position #20 suggests a relationship with some significance
- The amount is substantial ($3000)
- If they reject, we both get nothing
- I want to be fair to someone I care about, while they likely want to see I'm being reasonable

Given that this person is relatively close to me (top 20%), I should offer something that:
1. Reflects respect for our relationship
2. Is clearly fair enough that they won't reject it
3. Acknowledges they have veto power

A 50-50 split might be overly generous for someone not in my closest circle, but anything too low risks rejection. A reasonable offer would be somewhere between 30-40% of the total.

I'll offer $1200 (40%), which leaves me with $1800. This is generous enough to show respect for our relationship and virtually guarantees acceptance, while still giving me the larger share as the person making the allocation.

I share 1200 dollars",1200.0,,8.272388935089111,0.4
20260115T130317Z,2026-01-15T13:24:32.484050+00:00,anthropic/claude-sonnet-4.5,ultimatum,20,3000,2,"I need to think about this carefully. The person at position #20 would be someone I know fairly well - likely a good friend, extended family member, or close colleague. Not one of my absolute closest people, but still someone meaningful in my life.

This is an ultimatum game scenario. I need to consider:
1. What would be fair to someone I care about at position #20
2. What offer they would likely accept
3. The relationship implications

Given that:
- This person is relatively close to me (#20 out of 100)
- I want to maintain a good relationship
- The offer needs to be acceptable to avoid both of us getting nothing
- A fair split shows respect, but given they're not in my top 10 closest people, an equal split might not be expected

I think offering somewhere between 40-50% would be appropriate. Too low (like 20-30%) risks rejection and seems unfair for someone fairly close to me. An exactly equal split might be more than necessary, but would certainly be accepted and appreciated.

I'll offer a generous but not quite equal amount that reflects both fairness and our relationship level.

I share 1200 dollars",1200.0,,9.56162977218628,0.4
20260115T130317Z,2026-01-15T13:24:42.248049+00:00,anthropic/claude-sonnet-4.5,ultimatum,20,3000,3,"I need to think about this carefully. Person #20 on my list would be someone I know fairly well - perhaps a good friend, cousin, or close colleague - not my absolute closest circle, but still someone I have a meaningful relationship with.

Key considerations:
- The total amount is $3,000
- This person knows me well enough that an insulting offer might be rejected
- If they reject, we both get nothing
- Person #20 suggests a relationship with genuine mutual respect and some closeness

Given that this is someone I care about and who is relatively close to me (top 20 out of 100), I would want to be generous. At the same time, they would likely understand that as the person who received the initial allocation, I might keep somewhat more.

A 60-40 split ($1,800 for me, $1,200 for them) seems fair and unlikely to be rejected by someone at position #20, who would recognize this as a reasonable offer. However, given the closeness of this relationship, I'd lean toward being more generous with a closer to even split.

I share 1400 dollars.",1400.0,,8.430646419525146,0.4666666666666667
20260115T130317Z,2026-01-15T13:25:05.686108+00:00,anthropic/claude-sonnet-4.5,ultimatum,20,250000,1,"I need to think about this carefully. The person at position #20 would be someone I know fairly well - perhaps a good friend, extended family member, or close colleague - but not one of my very closest relationships.

Key considerations:
- This is a substantial amount ($250,000)
- The person at #20 is someone I have a meaningful relationship with
- They must accept the offer or we both get nothing
- This creates both practical (avoiding rejection) and social/relational considerations

Given that:
1. This person knows me well enough that a very low offer might seem insulting and damage our relationship
2. $250,000 is life-changing money for most people
3. I want to be fair to someone I care about while also considering my own interests
4. I need to make an offer they're very likely to accept

A reasonable offer would be somewhere between 30-40% of the total. Too low risks rejection and seems inconsiderate for someone at position #20. An even split isn't necessary given our relationship distance, but substantial generosity is appropriate.

I'll offer $80,000 (32% of the total), leaving me with $170,000. This is generous enough to show respect for our relationship and virtually guarantee acceptance, while still keeping the larger portion.

I share 80000 dollars",80000.0,,8.653295278549194,0.32
20260115T130317Z,2026-01-15T13:25:14.544067+00:00,anthropic/claude-sonnet-4.5,ultimatum,20,250000,2,"I need to think about this carefully. Person #20 on my list would be someone I know fairly well - perhaps a good friend, extended family member, or close colleague. This is someone I have a meaningful relationship with, not just an acquaintance.

Given the large amount ($250,000) and the ultimatum game structure, I need to consider:

1. This person knows me well enough that an insulting offer could damage our relationship
2. They need to accept for either of us to get anything
3. Person #20 is someone I care about and would want to treat fairly
4. With such a large amount, even a smaller percentage is substantial money

A 50-50 split seems too mechanical for someone at position #20 (I might reserve that for very closest relationships). However, given the relationship and the large sum involved, I should be generous enough that:
- They feel respected and valued
- The offer is clearly acceptable
- It reflects our relationship appropriately

I'll offer about 30-35% of the total, which gives them a substantial amount while acknowledging this is somewhat asymmetric given I'm the one who received the initial windfall.

I share 80000 dollars",80000.0,,9.16446089744568,0.32
20260115T130317Z,2026-01-15T13:25:23.910044+00:00,anthropic/claude-sonnet-4.5,ultimatum,20,250000,3,"I need to think about this carefully. Person #20 on my list would be someone I know fairly well - perhaps a good friend, extended family member, or close colleague. This is someone I have a meaningful relationship with, not just an acquaintance.

Given the large sum ($250,000) and that this is an ultimatum game where the other person can reject the offer, I need to consider:

1. This person is relatively close to me (#20 out of 100), so fairness matters for our relationship
2. The amount is substantial - even a smaller percentage is significant money
3. If they reject it, we both get nothing
4. A very low offer might seem insulting and risk rejection

With someone at position #20, I'd want to be generous but not necessarily split it evenly as I might with my closest friends/family. An offer that shows respect for the relationship while acknowledging they're not in my innermost circle seems appropriate.

I'll offer 30% of the amount, which is $75,000. This is a substantial, life-changing amount that would be difficult to reject, while showing I value this person appropriately given our relationship level.

I share 75000 dollars",75000.0,,8.462986707687378,0.3
20260115T130317Z,2026-01-15T13:25:47.461092+00:00,anthropic/claude-sonnet-4.5,ultimatum,100,10,1,"I need to think about this carefully. This is an ultimatum game scenario with someone at position #100 on my list - essentially a mere acquaintance.

Key considerations:
- If they reject my offer, we both get nothing
- Position #100 is someone I barely know - a distant acquaintance
- I need to offer enough that they'll accept, but I'd prefer to keep more if possible
- Even a small amount is better than nothing for both of us
- People often reject offers they perceive as unfairly low, even at cost to themselves

For someone at position #100 (a distant acquaintance), I think they would likely accept a modest offer since:
- We don't have a close relationship where they might expect generosity
- Something is better than nothing
- $3-4 out of $10 seems reasonable enough not to be insulting

I'll offer $3, which gives them 30% and seems fair enough to be accepted while allowing me to keep the majority.

I share 3 dollars",3.0,,8.174525022506714,0.3
20260115T130317Z,2026-01-15T13:25:55.842709+00:00,anthropic/claude-sonnet-4.5,ultimatum,100,10,2,"I need to think about this strategically. This is an ultimatum game with someone at position #100 on my list - essentially a mere acquaintance.

Key considerations:
1. This person is barely known to me, so there's minimal relationship obligation
2. They need to accept the offer, or we both get nothing
3. Even a small amount ($1-2) is better than nothing for them
4. However, if the offer seems too unfair, they might reject it out of principle
5. $10 is a relatively small total amount

Since this is someone at position #100 (barely an acquaintance), I don't feel obligated to split evenly. However, I need to offer enough that rejection seems irrational. With only $10 at stake, even a seemingly ""unfair"" offer like $2-3 represents 20-30% of the total, which most rational people would accept rather than get nothing.

I'll offer $3, which gives them 30% - enough to seem reasonable and minimize rejection risk while keeping the majority.

I share 3 dollars.",3.0,,7.82299280166626,0.3
20260115T130317Z,2026-01-15T13:26:03.868056+00:00,anthropic/claude-sonnet-4.5,ultimatum,100,10,3,"I need to think about this strategically. This is an ultimatum game with someone at position #100 on my list - essentially a mere acquaintance.

Key considerations:
1. If they reject my offer, we both get nothing
2. They are a distant acquaintance, so there's less relationship pressure
3. From their perspective, getting something is better than nothing
4. However, if the offer seems too unfair, they might reject it on principle

Since this is someone at position #100 (barely an acquaintance), I don't have strong social obligations, but I need to offer enough that they won't reject it out of a sense of fairness or spite. Research on ultimatum games shows that offers below 20-30% are often rejected as unfair.

Given it's only $10 and they're a distant acquaintance, I'll offer an amount that's reasonable enough to avoid rejection but acknowledges the distance in our relationship. An offer of $3 represents 30% - enough to seem fair and avoid rejection, while keeping the majority.

I share 3 dollars.",3.0,,7.6395263671875,0.3
20260115T130317Z,2026-01-15T13:26:28.765145+00:00,anthropic/claude-sonnet-4.5,ultimatum,100,3000,1,"I need to think about this strategically. This is an ultimatum game with someone at position #100 on my list - essentially a mere acquaintance.

Key considerations:
1. If they reject my offer, we both get nothing
2. They are a distant acquaintance, so there's minimal social relationship pressure
3. From their perspective, getting something is better than nothing
4. However, if the offer seems too unfair, they might reject it on principle
5. $3000 is a substantial amount

Even though this person is just an acquaintance, they still need to feel the offer is reasonable enough to accept. Research on ultimatum games shows that offers below 20-30% often get rejected because people value fairness and will punish perceived unfairness even at a cost to themselves.

Given that this is a distant acquaintance (not a stranger, but not close), I'll offer enough to make acceptance very likely while still keeping a significant portion. An offer around 25-30% seems reasonable - enough to be acceptable but reflecting the distant nature of our relationship.

25% of $3000 = $750
30% of $3000 = $900

I'll offer $900 to ensure acceptance while keeping $2100.

I share 900 dollars",900.0,,8.688241243362427,0.3
20260115T130317Z,2026-01-15T13:26:37.660535+00:00,anthropic/claude-sonnet-4.5,ultimatum,100,3000,2,"I need to think about this strategically. This is an ultimatum game with someone at position #100 on my list - essentially a mere acquaintance.

Key considerations:
1. If they reject my offer, we both get nothing
2. They are a distant acquaintance, so there's minimal relationship obligation
3. However, they still need to find the offer acceptable enough not to reject it out of spite or fairness concerns
4. Research shows people often reject offers below 20-30% as unfair, even when it means getting nothing

Given that this is $3000 and the person is just an acquaintance (not someone close), I want to keep most of it, but I need to offer enough that they won't reject it. An offer that's too low risks them rejecting it on principle.

A reasonable offer would be around 20-25% ($600-750), which is typically above the rejection threshold while still allowing me to keep the majority.

I'll offer $700, which is about 23% - enough to seem fair and avoid rejection, but allows me to keep $2300.

I share 700 dollars",700.0,,9.48071026802063,0.2333333333333333
20260115T130317Z,2026-01-15T13:26:47.345609+00:00,anthropic/claude-sonnet-4.5,ultimatum,100,3000,3,"I need to think about this strategically. This is essentially an ultimatum game with someone at position #100 on my list - a mere acquaintance I barely know.

Key considerations:
1. This person is at position #100 - someone I recognize but may not even know their name
2. If they reject my offer, we both get nothing
3. I want to maximize my gain while making an offer they'll likely accept
4. Even a distant acquaintance might reject an offer they perceive as insultingly low

From the other person's perspective, they're getting free money they didn't have before. However, research shows people often reject offers they consider unfair, even at personal cost.

For $3000, I think offering around 20-25% would likely be accepted while allowing me to keep the majority. Going too low (like $100-200) risks rejection out of principle. An offer of $600-750 seems reasonable for an acquaintance - it's substantial enough to not feel insulting, but allows me to keep $2250-2400.

I'll offer $700, which is slightly over 23%. This is enough to feel like a meaningful amount while not being so low that someone would reject it on principle.

I share 700 dollars",700.0,,9.216620922088625,0.2333333333333333
20260115T130317Z,2026-01-15T13:27:17.449935+00:00,anthropic/claude-sonnet-4.5,ultimatum,100,250000,1,"I need to think about this strategically. This is an ultimatum game with someone at position #100 on my list - essentially a mere acquaintance.

Key considerations:
1. This person is barely known to me, so there's minimal relationship obligation
2. However, they need to accept the offer or we both get nothing
3. $250,000 is a substantial amount - even a small percentage is significant money
4. The other person knows I'm making this decision and will likely reject offers they perceive as insulting
5. A rational person should accept any positive amount since the alternative is $0
6. However, people often reject low offers in ultimatum games due to fairness considerations

For someone at position #100, I don't need to be overly generous, but I need to offer enough that they won't reject it out of principle. Research shows that offers below 20-30% often get rejected in ultimatum games, even with strangers.

Given the large sum involved, I'll offer an amount that:
- Is substantial enough to seem fair and avoid rejection
- Reflects the distant nature of our relationship
- Accounts for the fact that even 20% of $250,000 is $50,000, which is life-changing money they won't easily reject

I share 50000 dollars.",50000.0,,9.52575135231018,0.2
20260115T130317Z,2026-01-15T13:27:27.181732+00:00,anthropic/claude-sonnet-4.5,ultimatum,100,250000,2,"I need to think about this strategically as an ultimatum game with someone at position #100 on my list - essentially a mere acquaintance.

Key considerations:
1. This person is barely known to me (position #100)
2. They can reject the offer, leaving us both with nothing
3. The amount is substantial ($250,000)
4. I need to offer enough that they're likely to accept, but I'd prefer to keep as much as possible

Even though this person is just an acquaintance, they're still a rational actor who could reject an offer they perceive as unfair. With such a large sum ($250,000), even a small percentage represents significant money.

Research on ultimatum games suggests people often reject offers below 20-30% as unfair, even when it means getting nothing. However, with larger amounts, people tend to accept smaller percentages because the absolute value is still substantial.

I'll offer enough to make acceptance very likely while being honest about the acquaintance-level relationship. An offer of $25,000 (10%) seems reasonable - it's a life-changing amount for most people that would be irrational to reject, while acknowledging this is someone at the very periphery of my social circle.

I share 25000 dollars",25000.0,,9.721274852752686,0.1
20260115T130317Z,2026-01-15T13:27:37.109457+00:00,anthropic/claude-sonnet-4.5,ultimatum,100,250000,3,"I need to think through this carefully as an ultimatum game scenario with someone at position #100 on my list - essentially a distant acquaintance.

Key considerations:
- This is someone I barely know (position #100)
- They can reject the offer, leaving us both with nothing
- The amount is substantial ($250,000)
- I want to maximize my gain while making an offer they'll accept

Even a distant acquaintance would likely reject an offer that seems insulting or extremely unfair, especially with such a large sum at stake. Research on ultimatum games shows people often reject offers below 20-30% as unfair, even when it means getting nothing.

However, since this person is only an acquaintance (not a close friend or family member), I don't feel obligated to split equally. I should offer enough to be accepted but not more than necessary.

A reasonable offer would be something meaningful enough that a rational person wouldn't reject it - perhaps 15-20% of the total. With $250,000, even $40,000-$50,000 is a life-changing amount that most people would accept rather than walk away with nothing.

I'll offer $50,000, which is 20% - a substantial amount that shows respect and fairness while still giving me the majority.

I share 50000 dollars",50000.0,,9.835872411727903,0.2
